name,price,price_tax,description,allergens,calories,carbohydrate,fat,fiber,protein,salt,sugar,is_seven_premium,category,small_category,url,image_url
７プレミアム生ハムロース,188.0,203.04,スペイン産豚ロース肉を使用し、桜のチップでスモークした香りと肉の旨味が特長の生ハムです。,,66.0,1.9,1.7,0.0,10.7,2.3,1.9,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/252890/,https://img.7api-01.dp1.sej.co.jp/item-image/252890/D02F45DD2766939AD34C7EE5210A4EE2.jpg
７Ｐクリアクーラーシチリア産レモン５００ｍｌ,168.0,184.8,シチリア産レモンの果汁にレモンスピリッツとレモンピールエキスを加えることで、スッキリとした味わいとしっかりとした果実感が楽しめるサワーです,,44.0,3.7,0.0,,0.0,0.09,,true,お酒,お酒,https://www.sej.co.jp/products/a/item/030300/,https://img.7api-01.dp1.sej.co.jp/item-image/030300/3293924CDAD87B5BC84451E8B0436F35.jpg
７Ｐレーズンバターロール４個入,118.0,127.44,ほんのり甘みのある味わいと、しっとり食感に仕上げたレーズンバターロールです。配合を見直し、生地のしっとり感を向上させました。,"卵,乳,小麦",99.0,17.6,2.4,0.7,2.1,0.27,16.9,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290032/,https://img.7api-01.dp1.sej.co.jp/item-image/290032/96DBA8407D5329E043A15D6A6D116C85.jpg
７プレミアムゆずれもんサイダー１．５Ｌ,158.0,170.64,国産ゆず果汁にレモン果汁をブレンドした強炭酸で爽やかな飲みごたえのあるサイダーです。すっきりした後味をお楽しみいただけます。,,36.0,9.0,0.0,0.0,0.0,0.06,9.0,true,ソフトドリンク,果汁・炭酸飲料,https://www.sej.co.jp/products/a/item/460066/,https://img.7api-01.dp1.sej.co.jp/item-image/460066/912BD8517622ED23BC27C405CC42509E.jpg
茨城県産大葉使用の大葉味噌おむすび,110.0,118.8,茨城県産大葉を使用した大葉味噌を中具にしたおむすびです。,,193.0,42.8,1.4,2.0,3.4,1.4,40.8,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/044256/,https://img.7api-01.dp1.sej.co.jp/item-image/044256/0CD084C8D171C0CE28F9A7A126530CE2.jpg
おつまみいか天ソース焼そば一味付き,460.0,496.8,地区の人気鉄板メニュー「いか天」をたっぷり盛り付け、麺も合わせることでおつまみにも食事にも対応した焼そばです,"卵,小麦",517.0,77.1,17.8,4.3,14.3,4.0,72.8,false,そば・うどん・中華麺,焼きそば・焼うどんほか,https://www.sej.co.jp/products/a/item/094966/,https://img.7api-01.dp1.sej.co.jp/item-image/094966/565B5CCEFE4ED0B32408018A5DBB1368.jpg
玉子あんかけうどん,370.0,399.6,ふんわり優しい口どけのかき玉あんで食べる温かいうどんです。,"卵,小麦",488.0,77.8,9.9,2.8,23.2,5.6,75.0,false,そば・うどん・中華麺,うどん,https://www.sej.co.jp/products/a/item/094930/,https://img.7api-01.dp1.sej.co.jp/item-image/094930/FC4EADB095E6B98413F93A3572D2BF97.jpg
クロワッサンサンド玉子＆パストラミ,378.0,408.24,クロワッサンにペッパーの効いたパストラミポークとたまごサラダをはさみ、茹で卵で彩り良く仕上げました。,"卵,乳,小麦",407.0,22.0,31.4,0.9,9.6,1.5,21.1,false,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052565/,https://img.7api-01.dp1.sej.co.jp/item-image/052565/F95B9CF942CC61F81C69866DFE99FABA.jpg
白バラ牛乳を使ったミルクプリン,270.0,291.6,白バラ牛乳を使ったなめらかなミルクプリンの上にたっぷりのホイップクリームとカラメルソースで最後まで食べ飽きないよう仕立てております。,乳,281.0,23.7,18.9,0.4,4.3,0.15,23.3,false,スイーツ,洋菓子,https://www.sej.co.jp/products/a/item/112310/,https://img.7api-01.dp1.sej.co.jp/item-image/112310/7DD3DFE5BED8D580E69A28FE90F823A3.jpg
直巻おむすび高菜明太,140.0,151.2,ご飯のお供として人気の高菜と明太子を組合せたおにぎりです。,小麦,184.0,39.2,1.9,2.2,3.6,1.3,37.0,false,おにぎり,直巻おむすび,https://www.sej.co.jp/products/a/item/044920/,https://img.7api-01.dp1.sej.co.jp/item-image/044920/AE35D09CD59E558CA72439AC3F4BC2B9.jpg
７プレミアムビーフジャーキー,398.0,429.84,牛もも肉を使用し、肉の旨みを感じられるビーフジャーキーです。,小麦,133.0,7.6,2.3,0.0,20.4,2.6,7.6,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380668/,https://img.7api-01.dp1.sej.co.jp/item-image/380668/7F23E8DF2CACDAFAB685627B5635C127.jpg
おでん味しみ絹厚揚げ,112.0,120.96,豆腐を高温の油で香ばしく揚げた、なめらかで柔らかい絹ごしの厚揚げです。,大豆,47.0,1.6,2.8,0.4,4.0,0.04,1.2,false,おでん,おでん,https://www.sej.co.jp/products/a/item/120112/,https://img.7api-01.dp1.sej.co.jp/item-image/120112/6BEBDB796B4ADC98717BCB0711F83225.jpg
信州産きのことツナのトマトソースパスタ,380.0,410.4,信州産のしめじ，エリンギをじっくりと煮込み、ツナとよく絡んだトマトソースで味わうパスタです。,"乳,小麦",477.0,76.0,10.4,5.8,22.7,2.5,70.2,false,スパゲティ・パスタ,スパゲティ・パスタ,https://www.sej.co.jp/products/a/item/094859/,https://img.7api-01.dp1.sej.co.jp/item-image/094859/8F083F986EAD655664D1C87B902487FC.jpg
７プレミアム沖縄県産もずく三杯酢,188.0,203.04,鰹の風味豊かな本枯節と真昆布の旨みを合わせた三杯酢たれで味付けしたもずく。,小麦,18.0,4.1,0.0,0.3,0.5,1.0,3.8,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250234/,https://img.7api-01.dp1.sej.co.jp/item-image/250234/46E5468E8F1415322900606F0162880B.jpg
７プレミアムガーリックミックスナッツ,158.0,170.64,ガーリックシーズニングとガーリック香料を使用することにより、お酒が進む濃厚なガーリック味に仕上げました。,"小麦,落花生",223.0,6.1,19.3,2.7,7.5,0.61,3.4,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/310891/,https://img.7api-01.dp1.sej.co.jp/item-image/310891/5797DDE0C3EF89F4D91FDDEB061BA264.jpg
７プレミアムひやむぎ３６０ｇ,198.0,213.84,北海道産小麦「きたほなみ」を１００％使用した、程よいつるみとコシが引き立つひやむぎです。,小麦,336.0,71.4,1.3,1.8,10.5,3.33,69.6,true,常温・加工食品,乾麺・乾物,https://www.sej.co.jp/products/a/item/340783/,https://img.7api-01.dp1.sej.co.jp/item-image/340783/3ED609B799C9823D7FBF95BC9EE60128.jpg
阿蘇小国ジャージー牛乳使用さっぱり牛乳寒天,240.0,259.2,阿蘇小国ジャージー牛乳のコクを感じながらもさっぱりと食べられる、みかん入りの牛乳寒天です。,乳,157.0,24.5,4.9,0.7,4.0,0.11,23.8,false,スイーツ,和菓子,https://www.sej.co.jp/products/a/item/111900/,https://img.7api-01.dp1.sej.co.jp/item-image/111900/73D015E2AAB55D8C08BD86CCAD4DD9A6.jpg
７プレミアムなめらかキャンディチーズ,258.0,278.64,カルシウムを含んだなめらかで口どけの良いキャンディーチーズです。,乳,,,,,,,,true,牛乳・乳製品,バター・チーズ,https://www.sej.co.jp/products/a/item/220028/,https://img.7api-01.dp1.sej.co.jp/item-image/220028/CF683EE4A3EF899F801DC27664D2D281.jpg
炭火焼き道産ホルモン（ハツ・レバー入り）,370.0,399.6,道産のハツやレバー等を炭火で香ばしく焼き上げ玉ねぎを組み合わせた、お酒のおつまみに最適なホルモン焼きです,,290.0,2.4,16.7,0.6,32.7,4.2,1.8,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/101705/,https://img.7api-01.dp1.sej.co.jp/item-image/101705/B7B26ADDA794E1CCA2D3B1D74104EFEC.jpg
静岡限定ジューシーいなり３個入,268.0,289.44,鰹と昆布の出汁を効かせ、醤油，三温糖，みりんで甘辛く味付けしたジューシーないなり寿司です。,小麦,308.0,47.9,9.3,2.3,9.4,1.9,45.6,false,お寿司,いなり寿司,https://www.sej.co.jp/products/a/item/043543/,https://img.7api-01.dp1.sej.co.jp/item-image/043543/3B549374B053FE32CE6984063529C588.jpg
７プレミアムチョコバナナモナカ,208.0,224.64,バナナ果汁が入ったクリームを、チョココーティングとチョコモナカ皮で挟んだモナカアイスです。,"乳,小麦",272.0,33.1,14.3,0.9,3.1,0.1,32.2,true,スイーツ・アイス,アイス,https://www.sej.co.jp/products/a/item/450542/,https://img.7api-01.dp1.sej.co.jp/item-image/450542/0472942BE904DE6881536929525E2E93.jpg
７プレミアム旨辛チョリソー,288.0,311.04,ジューシーな肉の旨みと、後引く辛さが特長のチョリソーです。,,261.0,1.2,23.1,0.0,12.0,1.9,1.2,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250078/,https://img.7api-01.dp1.sej.co.jp/item-image/250078/2AD3F2E0EEE3CD17758CDFD633918735.jpg
大きなおむすび和風ツナマヨネーズ,188.0,203.04,ツナの混ぜご飯とツナマヨネーズ和えを組み合わせた食べ応えのある大きなおむすびです。,"卵,小麦",375.0,55.3,13.8,2.3,8.5,2.0,53.0,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/044445/,https://img.7api-01.dp1.sej.co.jp/item-image/044445/F87D13AF72A06D86B7A4D82054448C79.jpg
カレーチャーハン,370.0,399.6,スパイスの香りとコクを味わえる本格的な味わいのカレーチャーハンです。,"卵,乳,小麦",635.0,96.6,22.2,4.5,14.4,5.2,92.1,false,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/044489/,https://img.7api-01.dp1.sej.co.jp/item-image/044489/6CC50BAC13E437D7D1959C025BD95A8E.jpg
焼おにぎりベーコンチーズ,150.0,162.0,醤油風味の焼おにぎりに、ベーコンとチーズをのせて香ばしく焼き上げました。,"卵,乳,小麦",314.0,41.8,14.0,1.7,6.1,1.9,40.1,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043411/,https://img.7api-01.dp1.sej.co.jp/item-image/043411/7A22A5DCADDEC5AEFFA81C6F7D617058.jpg
魚介だしのきいた尾道ラーメン,540.0,583.2,地区で認知度の高い「尾道ラーメン」を商品化しました。,"卵,乳,小麦",584.0,83.5,17.6,2.8,24.4,6.8,80.7,false,そば・うどん・中華麺,中華麺,https://www.sej.co.jp/products/a/item/095060/,https://img.7api-01.dp1.sej.co.jp/item-image/095060/464DE5299C4A2A244A05B17707F1B324.jpg
北海道十勝産小豆使用塩大福,148.0,159.84,北海道産のもち米を使用した生地に黒豆を練り込み粒あんを包みました,,189.0,40.4,1.2,2.2,5.2,0.7,38.2,false,スイーツ,和菓子,https://www.sej.co.jp/products/a/item/113192/,https://img.7api-01.dp1.sej.co.jp/item-image/113192/9B5A969916C5362C65209D783D958501.jpg
７プレミアムさぬきうどん２食,138.0,149.04,国産小麦粉を使った、さぬきうどんです。,小麦,253.0,54.2,1.1,1.9,6.5,1.0,52.3,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410369/,https://img.7api-01.dp1.sej.co.jp/item-image/410369/EB8E8BCECC8C08168162F68C84228F78.jpg
７プレミアムもずくスープ５袋入,318.0,343.44,沖縄産のもずくが入ったゆず風味のお吸い物仕立てのスープ。具材にもずく，ねぎ，ゆず，ごまが入っています。,小麦,9.0,1.8,0.1,0.4,0.4,1.1,1.4,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340036/,https://img.7api-01.dp1.sej.co.jp/item-image/340036/DA793E0D4A66AB9A08ECFDC358FDDFF8.jpg
冷たいまま食べるチキン南蛮,290.0,313.2,冷たくてもおいしい柔らかな鶏肉に甘酸っぱいたれを絡ませたタルタルソースと一緒に食べる仕立てです。,"卵,乳,小麦",398.0,21.2,26.4,0.8,19.3,2.1,20.4,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/100097/,https://img.7api-01.dp1.sej.co.jp/item-image/100097/5F0CB62EF964A19BA63B2A7B33C3714E.jpg
大きなおむすびピリ辛鶏唐揚げ,155.0,167.4,鶏唐揚げを醤油ベースのタレにニンニクを加えピリッと辛い味わいに仕上げた、食べ応えのある大きなおむすびです,"卵,乳,小麦",317.0,60.5,5.7,2.3,7.1,2.6,58.2,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/044860/,https://img.7api-01.dp1.sej.co.jp/item-image/044860/F77F0BF54FD94C2D8A74CD5D778E62FA.jpg
７ザ・プライス黒糖ロール６個入,108.0,116.64,しっとり食感に仕上げた、黒糖風味のロールパンです。,"卵,乳,小麦",84.0,14.5,2.0,0.7,2.4,0.17,13.8,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290358/,https://img.7api-01.dp1.sej.co.jp/item-image/290358/350F74254ABF77E9B487BC438EAF2717.jpg
セブン－イレブンのお米チャック付２ｋｇ,980.0,1058.4,セブン‐イレブンが選りすぐった国産米ブレンド,,,,,,,,,true,常温・加工食品,米・米加工品,https://www.sej.co.jp/products/a/item/360019/,https://img.7api-01.dp1.sej.co.jp/item-image/360019/7ACBBC813FC6A37793D7B78957BE0C99.jpg
埼玉ゆかりの味かてめしおむすび（混ぜご飯）,118.0,127.44,埼玉県の馴染みのある「かてめし」混ぜご飯おむすびです。ごぼう、人参、油揚げ、椎茸、いんげん５種の具材を味わえる仕立てです。,小麦,212.0,47.5,1.2,2.4,3.9,2.1,45.1,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/045052/,https://img.7api-01.dp1.sej.co.jp/item-image/045052/28E3CC3469D2E9D8FDFB83A1E8358681.jpg
たんぱく質が摂れる鶏むね肉サラダ,450.0,486.0,蒸し鶏，たまご，ブロッコリーを盛り付けた食べ応えのあるサラダです。,"卵,小麦",169.0,5.6,7.1,1.3,21.2,2.7,4.3,false,サラダ,パスタサラダ・おかずサラダほか,https://www.sej.co.jp/products/a/item/100460/,https://img.7api-01.dp1.sej.co.jp/item-image/100460/3923685A51ED30218BF345CFD00F592A.jpg
フタバ食品ダンディーチョコレート,220.0,237.6,,"卵,乳,小麦",,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450190/,https://img.7api-01.dp1.sej.co.jp/item-image/450190/A97EDD79C2CA62818A2BB694D1F3CA8F.jpg
７プレミアムＦＤかきたまスープ,118.0,127.44,かつおと昆布の旨みをベースに椎茸を加え、三つ葉とねぎで風味つけした和風のかきたまスープです。,"卵,小麦",30.0,1.6,1.6,0.4,2.4,1.1,1.2,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340083/,https://img.7api-01.dp1.sej.co.jp/item-image/340083/5ED3A5011EC2DDD9770B5B0BEF8A75F4.jpg
ふわふわ×とろっと濃厚ごまあんまん,139.0,150.12,工場挽き立てのすりごまを使用した、ごま風味豊かでとろっとなめらか食感のあんを、ふわふわな生地で包んだ濃厚なごまあんまんです。,"小麦,ごま,大豆",239.0,43.9,5.4,2.0,4.6,0.1,41.9,false,中華まん,中華まん,https://www.sej.co.jp/products/a/item/150419/,https://img.7api-01.dp1.sej.co.jp/item-image/150419/C765C37B053FABF6FC59FA6A77404176.jpg
ポーク玉子おむすびツナマヨネーズ,288.0,311.04,沖縄の定番おかず「ポーク玉子」におむすびの具材で人気のツナマヨネーズを合わせました。,"卵,乳,小麦",463.0,50.6,24.0,2.4,12.4,1.9,48.2,false,おにぎり,直巻おむすび,https://www.sej.co.jp/products/a/item/042190/,https://img.7api-01.dp1.sej.co.jp/item-image/042190/3FECC2EC7B666B5167DFB9D41AF3BB53.jpg
７プレミアムのむヨーグルトいちご１９０ｇ,158.0,170.64,原材料を見直し、税抜売価を１６８円から１５８円に変更します。いちご果肉とヨーグルト本来の美味しさを楽しめるのむヨーグルトです。,乳,130.0,22.3,1.8,0.4,6.4,0.2,21.9,true,牛乳・乳製品,ヨーグルト・ヨーグルト飲料,https://www.sej.co.jp/products/a/item/210819/,https://img.7api-01.dp1.sej.co.jp/item-image/210819/39DAAF3BB86E3ABD219BF82E837B411F.jpg
からあげ串,167.0,180.36,食べ応えのあるジューシーな唐揚げを手軽に食べられるよう串に刺しました。,"卵,乳,小麦,大豆,鶏肉",195.0,15.6,12.0,1.0,6.8,1.2,14.6,false,揚げ物・フランク・焼き鳥,その他の商品,https://www.sej.co.jp/products/a/item/150266/,https://img.7api-01.dp1.sej.co.jp/item-image/150266/B7323390A674800F99E2CDC5A7D2AC3B.jpg
もっちり団子みたらし,138.0,149.04,柔らかく歯切れの良いお団子に、2種類の醤油を使用した東北ならではのコクと深みを感じられるみたらしタレをかけております。,小麦,130.0,30.4,0.3,0.2,1.5,0.48,30.2,false,スイーツ,和菓子,https://www.sej.co.jp/products/a/item/112471/,https://img.7api-01.dp1.sej.co.jp/item-image/112471/3ADF3D6F26D590E285AF09E2AC80A857.jpg
濃厚なめらかソースの海老グラタン,460.0,496.8,濃厚で、なめらかなホワイトソースに海老をのせたグラタンです。,"卵,乳,小麦,えび",391.0,40.4,17.6,2.3,19.0,2.4,38.1,false,グラタン・ドリア,グラタン・ドリア,https://www.sej.co.jp/products/a/item/095045/,https://img.7api-01.dp1.sej.co.jp/item-image/095045/4D44CFB5BE617D0979178BA58F52F476.jpg
甘辛鶏唐揚げと玉子マヨソースのパスタサラダ,350.0,378.0,甘辛く味付けをした鶏の唐揚げが入った食べ応えのあるパスタサラダです。,"卵,小麦",453.0,53.0,18.5,3.3,20.3,3.1,49.7,false,サラダ,パスタサラダ・おかずサラダほか,https://www.sej.co.jp/products/a/item/102905/,https://img.7api-01.dp1.sej.co.jp/item-image/102905/139CC7E6571EF21B586D93C18121747B.jpg
７プレミアムマカロニサラダ,148.0,159.84,ハムとツナのうま味と胡椒の風味が特長のマカロニサラダです。,"卵,小麦",200.0,11.1,15.3,1.0,4.9,1.0,10.1,true,チルド惣菜,７プレミアム（サラダ）,https://www.sej.co.jp/products/a/item/102438/,https://img.7api-01.dp1.sej.co.jp/item-image/102438/BB19CDA3FA7BD48454BD9AEFB100DCD4.jpg
いなり寿司２個入り岩下の新生姜使用,210.0,226.8,地区で馴染みのある岩下の新生姜を混ぜ込んだ、新生姜の風味良いいなり寿司です。,小麦,176.0,28.2,4.8,1.9,6.0,1.2,26.3,false,お寿司,いなり寿司,https://www.sej.co.jp/products/a/item/045768/,https://img.7api-01.dp1.sej.co.jp/item-image/045768/3771F80C21C4C2D367F9572AC9F64B71.jpg
ふんわり玉子の天津焼そば,470.0,507.6,ふんわり食感の天津玉子に、中華あんと炒めた麺を絡めて食べる中華風焼そばです。,"卵,小麦",592.0,61.1,28.1,2.5,24.8,4.4,58.6,false,そば・うどん・中華麺,焼きそば・焼うどんほか,https://www.sej.co.jp/products/a/item/094983/,https://img.7api-01.dp1.sej.co.jp/item-image/094983/C4948AC3EC2650CE039C1A46007B9ED3.jpg
７プレミアムわさびドレッシング,32.0,34.56,わさびの清涼な香りとほどよい辛みがクセになるわさびドレッシングです。,小麦,60.0,4.1,4.5,0.1,0.8,1.7,4.0,true,常温・加工食品,調味料,https://www.sej.co.jp/products/a/item/101952/,https://img.7api-01.dp1.sej.co.jp/item-image/101952/7BBB5684D380CFB694FD87DEEE30BCD0.jpg
森永アロエヨーグルト味バーアロエ葉肉増量,168.0,181.44,,乳,,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450600/,https://img.7api-01.dp1.sej.co.jp/item-image/450600/35E33B3D17DE6DD45D83C128B4B74987.jpg
香ばし醤油の焼おにぎり,118.0,127.44,醤油の芳醇な香りと香ばしさを味わえる焼おにぎりです。,小麦,196.0,44.7,0.8,1.8,3.5,1.2,42.9,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/041701/,https://img.7api-01.dp1.sej.co.jp/item-image/041701/86B897244E0C58ED7041F1C0D83D7BB7.jpg
広島県産小松菜使用甘辛玉子炒め,388.0,419.04,ふんわりとした玉子，豚の旨味，きくらげの食感，小松菜の風味を感じられる玉子炒めです。,"卵,乳,小麦",383.0,13.9,30.5,2.0,14.3,2.9,11.9,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/104906/,https://img.7api-01.dp1.sej.co.jp/item-image/104906/A951DEEA73F05746B9A765A20C899AAA.jpg
１／２日分の野菜コクと旨味の特製中華丼,520.0,561.6,旨味のある餡がたっぷりの中華丼。１／２日分の野菜が取れる商品です。,"小麦,えび",485.0,92.0,8.4,3.1,12.0,2.9,88.9,false,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/041414/,https://img.7api-01.dp1.sej.co.jp/item-image/041414/B56D89E15C7519B249D3B76F15E53C12.jpg
静岡限定かき揚げそば,460.0,496.8,麺は石臼挽きそば粉と粒度が細かなロール挽き、微粉砕そば粉をブレンドしたオリジナル配合を使用しております。つゆは、地区に馴染みのある味わいに仕立てました。,"卵,小麦,そば",474.0,68.1,15.3,3.9,17.8,4.0,64.2,false,そば・うどん・中華麺,そば,https://www.sej.co.jp/products/a/item/095007/,https://img.7api-01.dp1.sej.co.jp/item-image/095007/0C2C7B0FE3FB0FEF438DB1F1B7D8C5E0.jpg
森永製菓モンブランスティック,208.0,224.64,,"卵,乳,小麦",,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450534/,https://img.7api-01.dp1.sej.co.jp/item-image/450534/2AE36D5D1C116D5261500F05F8E447E4.jpg
７プレミアムＥＸバージンオリーブオイル,878.0,948.24,複数品種のオリーブをブレンドしたオリーブオイルです。,,,,,,,,,true,常温・加工食品,調味料,https://www.sej.co.jp/products/a/item/350007/,https://img.7api-01.dp1.sej.co.jp/item-image/350007/BD488FF381159F8A6ECEA9F064029572.jpg
冷製揚げささみ瀬戸内レモンのソース和え,298.0,321.84,食べやすいように一口サイズにカットしたささみを揚げ、瀬戸内レモンのソースと和えた冷製おつまみです。,"卵,乳,小麦",181.0,15.9,5.8,0.3,16.4,1.9,15.6,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/104388/,https://img.7api-01.dp1.sej.co.jp/item-image/104388/4CDD06BE35B849AB640476F4F8A9C794.jpg
７ＰＦＤみそ汁なめこ,98.0,105.84,なめこ入りの赤だしみそ汁。豆みそと米みそをブレンドした味噌とだしの香りをお楽しみいただける赤だしみそ汁です。,小麦,22.0,2.4,0.7,1.1,2.1,1.5,1.3,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340517/,https://img.7api-01.dp1.sej.co.jp/item-image/340517/6C2EEC24BF120C8BAB3B1AACAEBD0BBD.jpg
７Ｐ豆腐スイーツバーガトーショコラ,178.0,192.24,豆腐を使用した、なめらかな口当たりが特長のヘルシーなスイーツです。,,81.0,9.9,2.2,1.3,6.0,0.01,8.6,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251626/,https://img.7api-01.dp1.sej.co.jp/item-image/251626/EA77C471F1B81CC3D3BD834BC8599513.jpg
おつまみ松前大根,198.0,213.84,松前漬けを盛り付けた、食感のよいおつまみ大根です。,小麦,57.0,12.9,0.3,2.0,1.6,2.2,10.9,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/104987/,https://img.7api-01.dp1.sej.co.jp/item-image/104987/9E7992E1AD1BFAF911279F7817A5AE75.jpg
コーンマヨネーズパン,150.0,162.0,コーンの甘さとマヨネーズの酸味を味わえる惣菜パンです。,"卵,乳,小麦",377.0,31.5,26.0,2.0,5.2,1.3,29.5,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302326/,https://img.7api-01.dp1.sej.co.jp/item-image/302326/6D696C3528943B868A5D196327C8A3C5.jpg
７Ｐ生チョコブラウニーサンド,248.0,267.84,,"卵,乳,小麦",182.0,23.5,8.7,1.7,3.3,0.1,21.8,true,スイーツ・アイス,アイス,https://www.sej.co.jp/products/a/item/450826/,https://img.7api-01.dp1.sej.co.jp/item-image/450826/FDCF67656D368455E3CD5FDC1BCCF75E.jpg
ふんわりメロンパン,128.0,138.24,ふんわりとしたパン生地の上にサクサク食感のビスケット生地をのせて焼き上げた菓子パンです,"卵,乳,小麦",364.0,55.4,13.1,1.3,6.8,0.48,54.1,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302715/,
マダガスカル産バニラビーンズ使用黄金色スイートポテト,198.0,213.84,国産のさつま芋に、発酵バター，クリームを加え、仕上げにマダガスカル産のバニラビーンズを加えて香り高い味わいに仕上げたスイートポテトです。,"卵,乳",137.0,18.0,6.5,1.1,1.5,0.02,16.9,false,スイーツ,洋菓子,https://www.sej.co.jp/products/a/item/113860/,https://img.7api-01.dp1.sej.co.jp/item-image/113860/D712ED26AF4547274E38C6398BE76DAD.jpg
７ＰクリアクーラーＳＴＲＯＮＧレモン＆ライム５００ｍｌ,168.0,184.8,レモン果汁とライム果汁にレモンスピリッツを加えることで、スッキリとした味わいとしっかりとした果実感が楽しめるアルコール９％のサワーです,,64.0,3.0,0.0,,0.0,0.09,,true,お酒,お酒,https://www.sej.co.jp/products/a/item/030136/,https://img.7api-01.dp1.sej.co.jp/item-image/030136/8DD276C081EBBCBB8978DECF787604A0.jpg
７プレミアム品川巻,188.0,203.04,新潟県産もち米を使用した、食べきりサイズの海苔巻きあられです。,小麦,103.0,22.9,0.2,0.9,2.9,0.53,22.0,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/310600/,https://img.7api-01.dp1.sej.co.jp/item-image/310600/669DC5C367D4F96D3A6ACA29A0A32714.jpg
大盛ペペロンチーノ熊本県産にんにく使用,580.0,626.4,熊本県産のにんにくを使用した大盛ペペロンチーノです。,"卵,乳,小麦",919.0,115.4,35.8,7.4,37.4,7.9,108.0,false,スパゲティ・パスタ,スパゲティ・パスタ,https://www.sej.co.jp/products/a/item/091820/,https://img.7api-01.dp1.sej.co.jp/item-image/091820/7AD626D804B28A0D9ECDB651FB6AAA2C.jpg
７プレミアム塩こんぶ,208.0,224.64,北海道産昆布使用。白いご飯がおいしくお召し上がりいただけます。お茶漬け，おにぎりにも最適です。,小麦,102.0,15.5,0.2,5.8,12.5,10.6,9.7,true,常温・加工食品,乾麺・乾物,https://www.sej.co.jp/products/a/item/350144/,https://img.7api-01.dp1.sej.co.jp/item-image/350144/9F7C166CF0A18EF5B93222D667025CC0.jpg
炙り鶏の親子丼奥三河どりの鶏肉使用,480.0,518.4,香ばしく炙った鶏肉を、むろやかつおの出汁と玉子でとじました。,"卵,小麦",539.0,88.8,9.8,4.7,26.2,2.5,84.1,false,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/041808/,https://img.7api-01.dp1.sej.co.jp/item-image/041808/360BA6F231A5F59A184F2CF9D961F215.jpg
７プレミアムミックスナッツ６袋,338.0,365.04,塩味ピー、バタピー、アーモンド、くるみ、カシューナッツ、ジャイアントコーンの6種類を組み合わせたミックスナッツです。食べきりサイズの個包装が6袋入です。,"乳,小麦,落花生",148.0,7.1,11.3,1.9,5.3,0.12,5.2,true,お菓子,和風菓子・豆菓子,https://www.sej.co.jp/products/a/item/311268/,https://img.7api-01.dp1.sej.co.jp/item-image/311268/034C3FFB79A7CAFD778C8B19A365281B.jpg
ぷちメロンパン２個入り,138.0,149.04,朝食やおやつにおすすめの小ぶりなサイズのメロンパン２個入りの商品です。,"卵,乳,小麦",397.0,63.3,13.0,1.8,7.5,0.53,61.5,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/301596/,https://img.7api-01.dp1.sej.co.jp/item-image/301596/375933BC48A277F3822301CD73763D73.jpg
