name,price,price_tax,description,allergens,calories,carbohydrate,fat,fiber,protein,salt,sugar,is_seven_premium,category,small_category,url,image_url
７Ｐ寒天ゼリーカロリー０ぶどう,128.0,138.24,ぶどう果汁を使用した、やわらかな食感が特長の０キロカロリーの寒天ゼリーです。,,0.0,1.3,0.0,,0.0,0.14,,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250562/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250562/93A0F687EB640257F6E5686DCC494BDB.jpg
７プレミアムがんもバー,168.0,181.44,なめらかな食感のがんもを、ワンハンドで食べられる商品です。手軽にたんぱく質を摂取できます。,小麦,110.0,3.3,6.3,,10.5,1.01,,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251726/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251726/6B37636DE0E01CA005DC7292B64C1DE7.jpg
７ザ・プライス木綿とうふ,98.0,105.84,口の中でふんわりほどけ、ふくよかな味わいが楽しめる木綿豆腐です。選び抜かれた大豆を使用しています。長めの賞味期限で冷蔵庫に常備できる使い勝手がよい商品です。,,111.0,3.0,7.0,0.7,9.1,0.1,2.3,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250869/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250869/643CEC72E4D94CF899D974387FBE2B6C.jpg
７Ｐ豆腐スイーツバーストロベリーソイラテ,178.0,192.24,豆腐を使用した、なめらかな口当たりが特長のヘルシーなスイーツです。フリーズドライのいちごと豆乳を合わせて、ソイラテ風の味わいに仕上げました。,,80.0,9.3,2.3,0.5,5.6,0.01,8.8,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250160/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250160/13A8958D48B7535EC29158B5CBD2C5E2.jpg
７ザ・プライスしらたき,58.0,62.64,群馬県産のこんにゃく粉を１００％使用した、つるんとした食感が特長のしらたきです。,,4.0,2.1,0.0,2.1,0.1,0.0,0.0,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251152/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251152/4CC820CF9BA47BB1D82D9138AA30456B.jpg
７ザ・プライスこんにゃく,58.0,62.64,群馬県産のこんにゃく粉を１００％使用した、歯ごたえの良いこんにゃくです。,,4.0,2.1,0.0,2.1,0.1,0.01,0.0,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251151/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251151/D87935918CA8F2644002AFFC7773C1B2.jpg
７Ｐ北海道産大豆濃い木綿１５０ｇ×３,138.0,149.04,北海道産大豆を１００％使用した、旨みと甘みがある濃厚な味わいの木綿豆腐。,,108.0,4.1,6.3,1.1,9.5,0.02,3.0,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250984/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250984/285BA11413837128DB5570E48E08DC7C.jpg
７Ｐたんぱく質１０ｇの枝豆とひじきの豆腐バー,178.0,192.24,手軽にたんぱく質を摂取できる豆腐バーに、枝豆とひじきと人参を加えました。,,166.0,6.4,10.9,1.1,11.0,0.9,5.3,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251413/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251413/81ECD6B18892F6E440193902C0BF4B21.jpg
７Ｐたんぱく質１０ｇのおからと枝豆の豆腐バー,178.0,192.24,手軽にたんぱく質を摂取できる豆腐バーに、おからと枝豆と人参を加えました。,,178.0,6.5,11.9,1.2,11.9,0.5,5.3,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/251425/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/251425/E886431B377F00701EAC1ABAEBA8F9EA.jpg
７プレミアム北海道産小粒納豆,138.0,149.04,北海道産の小粒大豆を使用した、ふっくらとした食感の納豆です。原材料高騰の為、売価を１２８円（税抜）に変更させていただきます。,小麦,95.0,6.7,4.7,3.5,8.1,0.6,3.2,True,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250170/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/250170/E855744427C6B2CCCC81BB61B6FFBE96.jpg
シュガーツイスト３本入,130.0,140.4,香ばしく焼き上げたデニッシュ生地にザラメ糖をかけたシンプルなスティックタイプの菓子パンです。,"卵,乳,小麦",144.0,19.7,6.3,0.5,2.3,0.31,19.2,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290231/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290231/FDD5C39BDB4504795564F7AE8B854EE7.jpg
７Ｐ小さなパンケーキマーガリン入り４個入,138.0,149.04,マーガリンをはさんだ小さく食べやすいサイズのパンケーキです。,"卵,乳,小麦",81.0,12.0,3.3,0.3,0.9,0.42,11.7,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290137/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290137/9223CEB03546EBB54F4DE7DBC9BF2249.jpg
７Ｐ白いロール苺ジャム＆マーガリン４個入,158.0,170.64,しっとりとした食感の白いロールパンに苺ジャムとマーガリンを入れました。,"卵,乳,小麦",130.0,17.0,5.8,0.8,2.9,0.34,16.2,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290196/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290196/65983EA8705AE20D44AD29B96E89FC7B.jpg
７プレミアムハムマヨ３個入,130.0,140.4,しっとり柔らかいパンで、ハムとマヨネーズを一緒に包み、焼き上げました。,"卵,乳,小麦",101.0,11.8,4.9,0.3,2.7,0.6,11.5,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290243/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290243/6E3BB2861419589D51BEF253E9CF6446.jpg
７プレミアムいちごジャムパン４個入,158.0,170.64,ほどよい酸味と果肉感のあるいちごジャムを包んだいちごジャムパン４個入りです。,"卵,乳,小麦",84.0,17.3,1.1,0.6,1.7,0.1,16.7,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290386/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290386/8038C077F82B990EAAE07981EE4CA569.jpg
７プレミアムりんごのデニッシュ４個,168.0,181.44,香ばしく歯切れの良いデニッシュ生地に、シャキシャキとしたりんごの食感が楽しめるミニデニッシュの4個入です。,"卵,乳,小麦",119.0,17.5,4.6,0.5,2.1,0.2,17.0,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290135/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290135/8B09E3FFE667D76DE02A947617C5B26C.jpg
７プレミアムこしあんデニッシュ３個入,148.0,159.84,口どけなめらかで風味の良いこしあんを使用したデニッシュです。１個あたりの大きさを見直し、４個入りから３個入りに変更しました。,"卵,乳,小麦",147.0,20.0,6.3,1.1,3.2,0.31,18.9,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290375/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290375/C8BD03DD3DC1EFF0C1A7D125614180EE.jpg
７ザ・プライスレーズンバターロール６個入,108.0,116.64,しっとりやわらかい食感に仕上げた、ほんのり甘いレーズンバターロールです。,"卵,乳,小麦",82.0,13.9,2.0,0.7,2.2,0.24,13.2,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290542/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290542/0223C8D1E46DDF19BCA4C1DA26CBBC62.jpg
７ザ・プライスバターロール６個入,108.0,116.64,しっとりやわらかい食感に仕上げた、ほんのり甘いバターロールです。,"卵,乳,小麦",76.0,12.3,2.1,0.7,2.2,0.23,11.6,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290543/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290543/96894643FB1D78C765FC910C5A9B52EE.jpg
７プレミアムマーラーカオ４個入,168.0,181.44,たまごのやさしい甘さが味わえる、もっちりとした食感が特長の蒸しパンです,"卵,乳,小麦",101.0,15.8,3.6,0.4,1.5,0.18,15.4,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290252/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290252/FE25B0E1DC2759938EE7CE8CC840DA50.jpg
７Ｐレーズンバターロール４個入,118.0,127.44,ほんのり甘みのある味わいと、しっとり食感に仕上げたレーズンバターロールです。配合を見直し、生地のしっとり感を向上させました。,"卵,乳,小麦",99.0,17.6,2.4,0.7,2.1,0.27,16.9,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290032/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290032/4BB1F97DC9A2FCFF233A661B6AF0AFD7.jpg
７Ｐバターロール４個入,118.0,127.44,ほんのり甘みのある味わいと、しっとりやわらかい食感に仕上げたバターロールです。配合を見直し、生地のしっとり感を向上させました。,"卵,乳,小麦",103.0,17.1,2.9,0.6,2.5,0.3,16.5,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290101/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290101/48124B30D989B47D14F1BCD647A9475A.jpg
７ザ・プライス黒糖ロール６個入,108.0,116.64,しっとり食感に仕上げた、黒糖風味のロールパンです。,"卵,乳,小麦",84.0,14.5,2.0,0.7,2.4,0.17,13.8,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290358/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290358/350F74254ABF77E9B487BC438EAF2717.jpg
７Ｐ酸化防止剤無添加白ワイン２５０ｍｌ,210.0,231.0,酸化防止剤を一切使わない、ぶどう本来の豊かな香りや味わいが楽しめる白ワイン,,,,,,,,,True,お酒,お酒,https://www.sej.co.jp/products/a/item/030413/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/030413/98070D78AA5CC73D59683EF1A1E11D9D.jpg
チョコカスタードデニッシュ３個入,148.0,159.84,風味の良いデニッシュ生地にチョコチップとカスタードを包んで焼き上げました。,"卵,乳,小麦",130.0,15.3,6.8,0.6,2.2,0.26,14.7,True,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290575/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/290575/214504A36DB3797547A38CB4C61AD527.jpg
７Ｐグラン・アンデスシャルドネ２５０ｍｌ,258.0,283.8,パイナップル、パッションフルーツの果実香やオレンジの花の華やかなアロマに、アーモンドの香りが調和。ふくよかな果実味。,,,,,,,,,True,お酒,お酒,https://www.sej.co.jp/products/a/item/031203/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/031203/0EAF66B99439F89F97BF2A042E1792AF.jpg
７プレミアムヨセミテ・ロード白２５０ｍｌ,318.0,349.8,雄大な景色のヨセミテ国立公園の道沿いにあるヨセミテ・ロード・ヴィンヤードは香り豊かでバランスのとれたワインを産出する土地として有名です。,,,,,,,,,True,お酒,お酒,https://www.sej.co.jp/products/a/item/031735/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/031735/FCD06A93167E93BEF4DEBB371A9EB091.jpg
７ＰＧマールボロブリーズヴァレーソーヴィニヨンＢ２５０ｍｌ,478.0,525.8,ニュージーランド有数のワイン産地マールボロ地区。その中でもワイラウ・ヴァレー沿岸のソーヴィニヨン・ブラン種を使用したこだわりの辛口白ワイン。,,,,,,,,,True,お酒,お酒,https://www.sej.co.jp/products/a/item/030762/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/030762/0D8AC37E1FAF7B26DB64136C515C328E.jpg
７Ｐビノセントアイレン７５０ｍｌ,498.0,547.8,雑味が少なく、ぶどうの果実味、アロマ、うま味が強い「一番搾り果汁」だけを使った有機栽培ワイン。,,,,,,,,,True,お酒,お酒,https://www.sej.co.jp/products/a/item/032417/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/032417/9DE56972A606FAEB5FCBD57E932EDA53.jpg
くまモンのおにぎり高菜とあか牛だモン,198.0,213.84,熊本の郷土料理である高菜飯に、甘濃い味付けにしたあか牛の牛そぼろを組み合わせたおにぎりです。,小麦,192.0,35.6,4.1,1.8,4.0,2.0,33.8,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/041657/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/041657/D9761BED9CF3ABE45BF62060EAA5A74D.jpg
さば明太子おむすび,148.0,159.84,地区に馴染みのあるさば明太子を中具に使用したおむすびです。,"卵,小麦",197.0,38.5,3.2,1.5,4.4,0.99,37.0,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046549/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046549/E35394132EFF4322B4EE12B8AD208627.jpg
ゆず海苔佃煮おむすび,138.0,149.04,山梨県富士川町産の香り高いゆずを使用したおむすび。醤油、砂糖などで味付けした海苔佃煮と合わせ、青唐辛子を少量加えることでよりさっぱりとした味わいが楽しめます。,小麦,174.0,39.6,0.8,1.9,3.0,1.2,37.7,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/040468/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/040468/D5CFFE8BC55D96882BADAC7C80C2F89D.jpg
青高菜おむすび,148.0,159.84,原材料高騰の為、商品価格を変更しております。地区で馴染みのある青高菜を中具に入れたおむすびです。,卵,174.0,38.0,1.5,1.8,3.0,1.3,36.2,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/040587/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/040587/878BE719C1B9CBDD6B096588C61B91B4.jpg
ゆかりたくあんおむすび,138.0,149.04,出汁で炊いた御飯にゆかりとたくあんを混ぜ込んだ彩りと食感の良いおむすびです。,小麦,168.0,38.6,0.7,1.8,2.8,1.7,36.8,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/041669/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/041669/DACB708D978B08A0E5E2A46415511017.jpg
こんがり焼いた醤油焼おにぎり,138.0,149.04,静岡県で醸造したこだわりの醤油を使用した焼おにぎりです。,小麦,237.0,53.3,1.1,2.1,4.6,1.8,51.2,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/042374/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/042374/F4315162BE52AF0F113A7C92E36F0040.jpg
一膳御飯おむすび昆布ご飯とツナマヨネーズ,198.0,213.84,旨味のあるだし飯に、塩昆布と昆布佃煮を混ぜ込んだ一膳御飯おむすびです。中具には昆布と相性が良く、幅広い客層に人気のあるツナマヨネーズを使用しました。,"卵,小麦",361.0,61.8,10.4,2.7,6.5,2.6,59.1,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043161/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/043161/9C8563E75478F68AF6D7FB126165FFFA.jpg
コーンバター醤油おむすび,138.0,149.04,ご飯とコーンバターとバター醤油タレを混ぜ込んだおむすびです。,"乳,小麦",208.0,45.2,1.9,2.0,3.6,1.7,43.2,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043383/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/043383/4751DEF2872A48D35EDAF5FF843538D8.jpg
紀州南高梅使用カリカリ梅おむすび,158.0,170.64,カリカリ梅，ねり梅，しその葉を混ぜた、さっぱりとした味わいの混ぜ飯おむすびです。,,156.0,34.7,1.1,1.5,2.6,2.6,33.2,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043842/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/043842/82193DFA89ADA0C493C2DB33CB06B8D3.jpg
所轄のコ梅イのカリカリ梅,158.0,170.64,「名探偵コナン隻眼の残像」とのコラボ商品。ご飯にカリカリ梅と赤しその葉，ゆかり，白ごまを混ぜ込んだ風味豊かな味わいのおむすびです。,,175.0,39.1,1.1,1.9,3.1,2.3,37.2,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046595/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046595/58EC8806C8681706BEEA0BA19BB92261.jpg
天タレまぶしおむすび,128.0,138.24,甘じょっぱい天ぷらタレが染みた天かすを御飯に混ぜ込んだおむすびです。やみつき感のあるクセになる味わいです。,"卵,小麦",225.0,44.0,4.3,2.0,3.5,1.3,42.0,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046633/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046633/125FBE63EB9A0504E6B4F2DBC53F4765.jpg
豚骨ラーメン御飯と半熟煮玉子おむすび,198.0,213.84,原材料高騰の為、推奨売価（税抜）１８８円から１９８円に変更します。甘めの豚骨醤油ベースのたれを混ぜ込んだ御飯に半熟煮玉子半分をトッピングしたおむすびです。,"卵,小麦",217.0,34.7,6.2,1.6,6.3,1.9,33.1,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046671/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046671/5663DB164B29F09F453733C91A0ECB4A.jpg
一膳御飯おむすびツナごはん,188.0,203.04,ツナの旨味と人参の甘みを感じられる、混ぜごはんおむすびです。,小麦,263.0,55.1,1.7,0.6,7.1,1.7,54.5,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046663/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046663/DD8F12AD4FF136FB05030D8B079B8364.jpg
サンドおむすび旨辛鶏唐揚,208.0,224.64,豆板醤，コチュジャンを加えたピリ辛なタレで和えた鶏唐揚げを挟んだボリューム感のあるサンドおむすびです。,"卵,小麦",293.0,45.1,9.8,2.0,7.2,2.3,43.1,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046703/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046703/BAA633727421D1957233B1F1973D8A82.jpg
紅しゃけといくらのおむすび,228.0,246.24,紅しゃけを和えた混ぜ飯にいくらを盛付けたおむすびです。紅しゃけの香ばしさといくらの濃厚な旨みが味わえます。,小麦,195.0,39.4,2.1,1.6,5.4,1.5,37.8,False,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/046713/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046713/062BCEDE5223473AF119194E0318A548.jpg
青椒肉絲＆チャーハン,648.0,699.84,中華の人気メニュー「青椒肉絲」と「チャーハン」を楽しめるお弁当。,"卵,小麦",680.0,103.9,21.7,6.5,20.4,4.3,97.4,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/042897/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/042897/7D874F173320BD855CFFF555981B31F6.jpg
小五郎のスパイスチキンカレー,598.0,645.84,「名探偵コナン隻眼の残像」とのコラボ商品。八幡屋礒五郎七味ガラムマサラが効いた本格カレーと七味が効いたタンドリーチキンを楽しめるスパイスカレーです。,"乳,小麦",658.0,116.0,13.2,3.8,20.7,3.5,112.2,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046597/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046597/7F6020CAF86466018562262B1F6572C5.jpg
香ばし野菜炒め弁当,480.0,518.4,鉄鍋を使用し高温短時間で炒めた中華弁当です。,小麦,479.0,90.5,8.2,3.2,12.5,2.0,87.3,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046615/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046615/4998895E0773EF7B390B0B32427824E1.jpg
ロコモコカレープレート,698.0,753.84,黄色が目を惹くターメリックライスにカレー，ハンバーグ，目玉焼き，モチコチキンを盛り付けた、彩りの良いお弁当です。,"卵,乳,小麦",810.0,127.9,21.9,2.6,26.6,3.1,125.3,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046665/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046665/E47D15EF1D05E63DED6C082AC2EF0D3D.jpg
背徳飯やみつきタルだく唐揚げ丼,680.0,734.4,ジューシーな唐揚げを５個盛り付けたボリュームのある弁当です。唐揚げをニンニクダレとたっぷりのタルタルソースで食べる、背徳感のある味付けです。,"卵,乳,小麦",,104.9,57.5,4.6,32.9,4.9,100.3,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046638/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046638/7121657D985AD93D879E4F6910725190.jpg
炭火香る甘辛だれの豚丼,588.0,635.04,炭火で焼いた豚ロースを食べ進みの良い甘辛たれで食べるお弁当です。,小麦,540.0,89.7,8.3,1.0,27.1,1.7,88.7,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/045919/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/045919/52B9750DC8B177391AD6E8BF844F7A39.jpg
背徳飯やみつきタルだく唐揚げ丼,648.0,699.84,ジューシーな唐揚げを５個盛り付けたボリュームのある弁当です。唐揚げをニンニクダレとたっぷりのタルタルソースで食べる、背徳感のある味付けにしております。,"卵,乳,小麦",,110.4,72.1,1.5,35.3,6.3,108.9,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046078/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046078/18B112B96D5C01AA8D38418D8FAF5810.jpg
ふんわり玉子のとん玉丼,550.0,594.0,玉ねぎやにんにくの旨味を効かせた醤油タレで味付けた豚焼肉と、ふんわり玉子を盛り付けた丼です。,"卵,乳,小麦",712.0,90.9,27.3,1.2,26.2,3.2,89.7,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046177/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046177/A1A382DE829F989432332535E33549B4.jpg
上州の味鳥めし丼,500.0,540.0,甘辛いタレに漬けこみ、しっとりと焼いた鶏むね肉を盛り付けした鳥めし丼です。,"卵,小麦",526.0,92.3,3.6,2.0,32.0,4.1,90.3,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046263/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046263/3732CD0027C2A8E05DF8208AC6ED61B1.jpg
炭火焼き鳥丼,580.0,626.4,もも肉とむね肉，鶏そぼろを特製の醤油タレで味わう焼き鳥丼です。,"卵,小麦",673.0,90.1,13.5,3.1,49.3,4.2,87.0,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046298/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046298/BD3B72403EAEB5CC949213DF58ED3954.jpg
やみつきニンニク醤油の温玉唐揚げ丼,598.0,645.84,やみつきになるニンニク醤油の特製タレがかかった温玉唐揚げ丼です。,"卵,乳,小麦",708.0,101.9,18.4,6.4,36.8,4.1,95.5,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046304/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046304/D7F969E03A255C99A424D34971D4216B.jpg
五目あんかけご飯,580.0,626.4,お肉の旨味が感じられるたっぷりの中華あんと豚肉が特長の五目あんかけごはんです。,小麦,547.0,92.4,14.0,4.7,15.3,3.8,87.7,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046305/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046305/7C313C1D1817647FAE3F820136CF2B97.jpg
生姜焼き丼,460.0,496.8,生姜の効いたたっぷりの特製醤油ダレでご飯が食べ進む生姜焼き丼です。,小麦,576.0,89.3,17.4,4.4,17.7,1.6,84.9,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046308/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046308/11C5C0DA41F0FCB485D96C7118450375.jpg
甘辛醤油のたれかつ丼長州どりむね肉使用,648.0,699.84,地区の嗜好に合った甘辛醤油たれが染み込んだチキンカツで御飯が進む丼です。,"卵,小麦",861.0,122.6,28.7,2.2,29.2,4.8,120.4,False,お弁当,チルド弁当,https://www.sej.co.jp/products/a/item/046405/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/046405/3474C7E455239BE7FFF27DDFC7CA949B.jpg
ラップデリハワイアンＢＢＱソース,330.0,356.4,ハワイ料理のフリフリチキンをイメージしたスパイシーなチキンに、パイナップルのフルーティーさを感じる醤油ソースを合わせました。,"卵,乳,小麦",240.0,28.9,7.0,2.1,16.5,2.4,26.8,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052948/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052948/F96C36AD2A4F0C4F3D729CD66EF70D26.jpg
バゲットサンドパストラミ＆クリームチーズ,298.0,321.84,パストラミビーフとクリームチーズ、ピクルス入りのマヨネーズを組み合わせた食べ進みの良いバゲットサンドです。,"卵,乳,小麦",296.0,30.2,15.2,1.4,10.3,1.6,28.8,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052955/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052955/D7552E1586C3110B33B76DFDC0244811.jpg
バゲットサンドパストラミ＆クリームチーズ,298.0,321.84,パストラミビーフとクリームチーズ、ピクルス入りのマヨネーズを組み合わせた食べ進みの良いバゲットサンドです。,"卵,乳,小麦",296.0,30.2,15.2,1.4,10.3,1.6,28.8,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052956/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052956/6DD277400BAB0AF6CEC6BD97B4381895.jpg
ミニロール（たまご＆ハム）,240.0,259.2,定番具材のたまごとハムの２種類の味が楽しめて、手軽に持ち運びしやすいボックスタイプのロール,"卵,乳,小麦",307.0,29.6,17.2,1.7,9.3,1.2,27.9,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052960/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052960/8F1EFA04043542BC1ED95B1FC7D909E2.jpg
ソーセージエッグマフィン,240.0,259.2,４種類のチーズ（モッツァレラ，ゴーダ，パルメザン，チェダー）を使用したチーズソースに、スライスチーズ、ボロニアソーセージ、目玉焼きを盛付けたマフィンです。,"卵,乳,小麦",382.0,31.7,20.4,2.0,19.0,2.4,29.7,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/051294/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/051294/EF0C28520F5EF9D4D398A4E295234213.jpg
全粒粉たんぱく質が摂れるチキン＆エッグ,410.0,442.8,原料価格高騰のため、推奨売価（税抜）３８０円から４１０円に変更します。全粒粉入りバゲットにジューシーなローストチキンと半熟ゆで玉子を組み合わせたロールパンです。,"卵,乳,小麦",329.0,38.8,6.0,4.3,32.1,3.3,34.5,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/050264/,
しっとり食感コッペたまごサラダロール,160.0,172.8,しっとりとした食感のコッペパンにたまごサラダを絞ったロールパンです,"卵,乳,小麦",348.0,22.8,25.4,0.9,7.5,1.2,21.9,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052821/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052821/A6CAB5106194FBE4C16721029F4EB134.jpg
たんぱく質が摂れるチキン＆チリ,400.0,432.0,ソースの配合を見直す事で、推奨売価（税抜）３９８円から４００円に変更します。ローストチキンと半熟ゆで玉子、チリソイミートを組合せた食べ応えのあるロールパンです。,"卵,乳,小麦",279.0,26.2,9.1,4.2,25.1,2.2,22.0,False,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052826/,https://img-afd.7api-01.dp1.sej.co.jp/item-image/052826/478144A9CDD1EFC932130CFD60432911.jpg
